timestamp,cpu_percent
11:57:09,0.00
11:57:10,0.00
11:57:11,0.00
11:57:12,0.00
11:57:13,0.00
11:57:14,0.00
11:57:15,0.00
11:57:16,0.00
11:57:17,0.00
